Country,Education,Experience,Age,Salary
Italy,Master’s degree,0.5,25-34 years old,32429.0
Brazil,Master’s degree,12.0,25-34 years old,59558.0
United Kingdom,Master’s degree,22.0,35-44 years old,145400.0
United States,Master’s degree,2.0,18-24 years old,85000.0
United States,Bachelor’s degree,7.0,25-34 years old,85000.0
Germany,Post grad,10.0,35-44 years old,48644.0
Italy,Post grad,6.0,25-34 years old,49725.0
Netherlands,Less than a Bachelors,10.0,25-34 years old,33732.0
Germany,Less than a Bachelors,0.5,18-24 years old,51888.0
United States,Bachelor’s degree,2.0,18-24 years old,86900.0
United States,Bachelor’s degree,2.0,25-34 years old,79000.0
Canada,Bachelor’s degree,20.0,45-54 years old,151263.0
United States,Bachelor’s degree,5.0,25-34 years old,75000.0
Germany,Post grad,20.0,45-54 years old,69151.0
Italy,Master’s degree,3.0,25-34 years old,21120.0
United States,Master’s degree,4.0,25-34 years old,155000.0
United States,Bachelor’s degree,7.0,35-44 years old,63000.0
United States,Less than a Bachelors,7.0,25-34 years old,44750.0
Brazil,Bachelor’s degree,3.0,18-24 years old,16488.0
United Kingdom,Bachelor’s degree,1.0,18-24 years old,64630.0
India,Bachelor’s degree,5.0,18-24 years old,150792.0
United States,Bachelor’s degree,8.0,25-34 years old,80000.0
United States,Post grad,15.0,35-44 years old,220000.0
United States,Less than a Bachelors,1.0,18-24 years old,96000.0
United Kingdom,Master’s degree,44.0,65 years or older,77556.0
United Kingdom,Master’s degree,5.0,25-34 years old,38778.0
India,Master’s degree,9.0,25-34 years old,25131.0
United Kingdom,Bachelor’s degree,12.0,25-34 years old,69800.0
Spain,Master’s degree,0.5,18-24 years old,17296.0
United States,Bachelor’s degree,20.0,35-44 years old,149000.0
United States,Post grad,8.0,35-44 years old,216000.0
India,Bachelor’s degree,10.0,45-54 years old,36864.0
United States,Master’s degree,16.0,45-54 years old,140000.0
United States,Master’s degree,5.0,25-34 years old,74400.0
United States,Post grad,2.0,35-44 years old,225000.0
United States,Bachelor’s degree,35.0,55-64 years old,100000.0
Spain,Master’s degree,40.0,55-64 years old,81074.0
France,Post grad,5.0,25-34 years old,54049.0
United States,Bachelor’s degree,5.0,25-34 years old,125000.0
Switzerland,Less than a Bachelors,33.0,45-54 years old,129318.0
Canada,Bachelor’s degree,14.0,35-44 years old,50673.0
United States,Master’s degree,10.0,25-34 years old,200000.0
India,Bachelor’s degree,17.0,45-54 years old,20943.0
Canada,Less than a Bachelors,21.0,45-54 years old,94539.0
Brazil,Bachelor’s degree,2.0,25-34 years old,23364.0
Germany,Master’s degree,14.0,35-44 years old,58368.0
Brazil,Bachelor’s degree,0.5,35-44 years old,16488.0
Switzerland,Less than a Bachelors,15.0,35-44 years old,127061.0
Brazil,Master’s degree,11.0,25-34 years old,20892.0
Canada,Master’s degree,42.0,65 years or older,56700.0
Italy,Post grad,4.0,25-34 years old,64860.0
United States,Master’s degree,4.0,25-34 years old,54000.0
United Kingdom,Master’s degree,0.5,45-54 years old,71093.0
Canada,Bachelor’s degree,22.0,45-54 years old,113447.0
Netherlands,Less than a Bachelors,4.0,25-34 years old,63168.0
United States,Master’s degree,25.0,55-64 years old,140000.0
United States,Bachelor’s degree,7.0,25-34 years old,106000.0
Brazil,Bachelor’s degree,10.0,25-34 years old,10992.0
United States,Bachelor’s degree,25.0,45-54 years old,150000.0
Italy,Bachelor’s degree,22.0,45-54 years old,59454.0
United States,Post grad,14.0,45-54 years old,30000.0
United States,Master’s degree,25.0,55-64 years old,130000.0
France,Master’s degree,2.0,25-34 years old,25944.0
Canada,Bachelor’s degree,20.0,65 years or older,60505.0
Spain,Master’s degree,1.0,25-34 years old,38915.0
United States,Master’s degree,30.0,55-64 years old,120000.0
Switzerland,Post grad,0.5,35-44 years old,121979.0
Spain,Post grad,25.0,45-54 years old,27240.0
Canada,Less than a Bachelors,20.0,45-54 years old,75631.0
France,Post grad,8.0,35-44 years old,46704.0
Brazil,Master’s degree,20.0,35-44 years old,63228.0
United States,Bachelor’s degree,5.0,18-24 years old,60000.0
United States,Master’s degree,36.0,55-64 years old,160000.0
India,Bachelor’s degree,2.0,18-24 years old,25365.0
United States,Master’s degree,15.0,35-44 years old,125000.0
United States,Less than a Bachelors,7.0,25-34 years old,95000.0
Italy,Post grad,15.0,55-64 years old,75669.0
Poland,Master’s degree,13.0,35-44 years old,19740.0
France,Less than a Bachelors,20.0,35-44 years old,49296.0
United States,Post grad,3.0,25-34 years old,90000.0
United States,Bachelor’s degree,15.0,35-44 years old,150000.0
Canada,Less than a Bachelors,2.0,18-24 years old,43866.0
Spain,Master’s degree,29.0,45-54 years old,45396.0
United States,Less than a Bachelors,25.0,35-44 years old,275000.0
United States,Master’s degree,15.0,35-44 years old,100000.0
Brazil,Master’s degree,16.0,35-44 years old,27492.0
United Kingdom,Bachelor’s degree,20.0,35-44 years old,122796.0
United States,Bachelor’s degree,6.0,25-34 years old,60000.0
United States,Post grad,5.0,25-34 years old,150000.0
United States,Master’s degree,19.0,45-54 years old,97400.0
United States,Bachelor’s degree,15.0,35-44 years old,170000.0
Brazil,Bachelor’s degree,16.0,25-34 years old,60000.0
United States,Bachelor’s degree,8.0,25-34 years old,52000.0
Brazil,Master’s degree,6.0,25-34 years old,13740.0
United States,Bachelor’s degree,10.0,25-34 years old,140000.0
United States,Master’s degree,36.0,55-64 years old,235000.0
Brazil,Bachelor’s degree,18.0,35-44 years old,13740.0
Italy,Master’s degree,11.0,25-34 years old,25944.0
United States,Bachelor’s degree,4.0,25-34 years old,275000.0
Germany,Master’s degree,8.0,35-44 years old,75669.0
United Kingdom,Post grad,3.0,25-34 years old,54289.0
India,Master’s degree,15.0,35-44 years old,16754.0
United States,Bachelor’s degree,21.0,45-54 years old,95000.0
Germany,Master’s degree,2.0,25-34 years old,67021.0
Canada,Master’s degree,30.0,45-54 years old,45379.0
Brazil,Master’s degree,10.0,35-44 years old,91883.0
United States,Master’s degree,3.0,18-24 years old,124000.0
India,Bachelor’s degree,2.0,18-24 years old,10056.0
India,Master’s degree,25.0,45-54 years old,41880.0
Canada,Bachelor’s degree,14.0,35-44 years old,98321.0
Netherlands,Bachelor’s degree,21.0,45-54 years old,71340.0
United States,Post grad,22.0,45-54 years old,120000.0
United Kingdom,Post grad,14.0,25-34 years old,82080.0
United States,Master’s degree,22.0,55-64 years old,78000.0
United Kingdom,Bachelor’s degree,20.0,55-64 years old,103408.0
United States,Bachelor’s degree,32.0,55-64 years old,95000.0
Canada,Post grad,7.0,35-44 years old,90758.0
United States,Master’s degree,20.0,55-64 years old,225000.0
United States,Post grad,8.0,25-34 years old,145000.0
Brazil,Less than a Bachelors,2.0,25-34 years old,21996.0
Canada,Less than a Bachelors,18.0,35-44 years old,84707.0
Brazil,Bachelor’s degree,13.0,35-44 years old,21996.0
Canada,Less than a Bachelors,11.0,25-34 years old,57480.0
Brazil,Bachelor’s degree,13.0,25-34 years old,46728.0
United States,Post grad,17.0,45-54 years old,150000.0
United States,Bachelor’s degree,2.0,25-34 years old,70000.0
Brazil,Master’s degree,30.0,45-54 years old,10992.0
France,Master’s degree,5.0,35-44 years old,81074.0
United States,Master’s degree,25.0,35-44 years old,140000.0
United States,Bachelor’s degree,35.0,55-64 years old,125000.0
United States,Master’s degree,6.0,25-34 years old,115000.0
United States,Post grad,45.0,65 years or older,265000.0
United Kingdom,Less than a Bachelors,32.0,55-64 years old,93072.0
United States,Less than a Bachelors,2.0,Under 18 years old,18000.0
United States,Master’s degree,30.0,55-64 years old,130000.0
United States,Post grad,4.0,25-34 years old,110000.0
India,Bachelor’s degree,10.0,25-34 years old,41885.0
Spain,Post grad,15.0,35-44 years old,54049.0
Brazil,Bachelor’s degree,10.0,25-34 years old,80000.0
United Kingdom,Master’s degree,5.0,25-34 years old,42656.0
United States,Bachelor’s degree,4.0,25-34 years old,200000.0
United Kingdom,Master’s degree,9.0,25-34 years old,77556.0
Germany,Master’s degree,16.0,35-44 years old,91883.0
Brazil,Bachelor’s degree,4.0,25-34 years old,10440.0
Brazil,Bachelor’s degree,8.0,25-34 years old,21996.0
United States,Bachelor’s degree,1.0,18-24 years old,71500.0
United Kingdom,Bachelor’s degree,20.0,35-44 years old,58167.0
France,Master’s degree,30.0,55-64 years old,152473.0
Brazil,Bachelor’s degree,8.0,25-34 years old,86400.0
Italy,Master’s degree,0.5,25-34 years old,24863.0
United States,Post grad,2.0,25-34 years old,170000.0
Brazil,Master’s degree,10.0,25-34 years old,25284.0
Switzerland,Less than a Bachelors,2.0,18-24 years old,10980.0
United Kingdom,Bachelor’s degree,3.0,18-24 years old,40104.0
United States,Bachelor’s degree,13.0,35-44 years old,95000.0
United States,Bachelor’s degree,4.0,25-34 years old,65000.0
United States,Master’s degree,50.0,65 years or older,300000.0
Spain,Less than a Bachelors,19.0,35-44 years old,25296.0
United States,Bachelor’s degree,3.0,25-34 years old,62000.0
United States,Bachelor’s degree,18.0,35-44 years old,250000.0
United States,Bachelor’s degree,6.0,25-34 years old,160000.0
United States,Post grad,23.0,55-64 years old,110000.0
United States,Bachelor’s degree,30.0,45-54 years old,190000.0
Germany,Master’s degree,5.0,25-34 years old,75669.0
United Kingdom,Post grad,20.0,35-44 years old,127967.0
United States,Less than a Bachelors,25.0,45-54 years old,300000.0
Spain,Master’s degree,2.0,18-24 years old,19452.0
United States,Post grad,6.0,25-34 years old,205000.0
Brazil,Bachelor’s degree,8.0,35-44 years old,17700.0
Brazil,Bachelor’s degree,10.0,25-34 years old,63228.0
Australia,Post grad,30.0,45-54 years old,126938.0
Germany,Post grad,10.0,45-54 years old,140527.0
United States,Less than a Bachelors,10.0,35-44 years old,79815.0
United States,Less than a Bachelors,0.5,25-34 years old,70000.0
Spain,Master’s degree,7.0,35-44 years old,30267.0
Australia,Bachelor’s degree,5.0,25-34 years old,74827.0
United States,Post grad,8.0,25-34 years old,167000.0
United States,Bachelor’s degree,2.0,18-24 years old,60000.0
United States,Bachelor’s degree,2.0,18-24 years old,90000.0
Australia,Bachelor’s degree,16.0,35-44 years old,96874.0
India,Bachelor’s degree,20.0,35-44 years old,251316.0
India,Bachelor’s degree,4.0,25-34 years old,20244.0
Canada,Bachelor’s degree,7.0,25-34 years old,132355.0
United States,Master’s degree,10.0,35-44 years old,50000.0
United States,Bachelor’s degree,32.0,55-64 years old,92000.0
Australia,Bachelor’s degree,16.0,25-34 years old,80172.0
France,Post grad,25.0,45-54 years old,64860.0
Australia,Bachelor’s degree,8.0,25-34 years old,76831.0
United States,Bachelor’s degree,21.0,35-44 years old,80000.0
United States,Bachelor’s degree,7.0,25-34 years old,138000.0
United States,Master’s degree,3.0,25-34 years old,140000.0
United States,Bachelor’s degree,3.0,25-34 years old,103000.0
United States,Master’s degree,10.0,25-34 years old,140500.0
United States,Bachelor’s degree,26.0,45-54 years old,240000.0
Germany,Post grad,12.0,35-44 years old,70044.0
Germany,Master’s degree,11.0,35-44 years old,81074.0
United States,Less than a Bachelors,39.0,45-54 years old,180000.0
Netherlands,Less than a Bachelors,13.0,35-44 years old,90804.0
Switzerland,Master’s degree,15.0,35-44 years old,60989.0
Italy,Bachelor’s degree,23.0,45-54 years old,82150.0
India,Master’s degree,9.0,25-34 years old,46074.0
United States,Less than a Bachelors,3.0,25-34 years old,105000.0
India,Bachelor’s degree,7.0,25-34 years old,201048.0
India,Bachelor’s degree,6.0,25-34 years old,16754.0
Germany,Master’s degree,9.0,25-34 years old,60972.0
United Kingdom,Less than a Bachelors,13.0,35-44 years old,59459.0
Germany,Master’s degree,4.0,25-34 years old,71340.0
Germany,Bachelor’s degree,15.0,25-34 years old,51888.0
France,Master’s degree,0.5,18-24 years old,39996.0
India,Bachelor’s degree,8.0,25-34 years old,12566.0
United Kingdom,Master’s degree,2.0,18-24 years old,90482.0
Switzerland,Master’s degree,5.0,25-34 years old,95148.0
United States,Bachelor’s degree,8.0,35-44 years old,100000.0
Italy,Post grad,12.0,35-44 years old,43239.0
Italy,Bachelor’s degree,4.0,25-34 years old,16476.0
India,Bachelor’s degree,2.0,18-24 years old,27923.0
France,Master’s degree,4.0,25-34 years old,45401.0
Netherlands,Master’s degree,5.0,25-34 years old,32429.0
Germany,Master’s degree,20.0,35-44 years old,86478.0
Switzerland,Post grad,18.0,45-54 years old,121980.0
India,Master’s degree,9.0,35-44 years old,111694.0
Germany,Master’s degree,6.0,25-34 years old,35028.0
United Kingdom,Bachelor’s degree,31.0,55-64 years old,47826.0
Germany,Less than a Bachelors,25.0,45-54 years old,108098.0
Spain,Master’s degree,6.0,25-34 years old,48644.0
Italy,Less than a Bachelors,20.0,35-44 years old,19452.0
United Kingdom,Post grad,7.0,25-34 years old,51704.0
India,Bachelor’s degree,3.0,18-24 years old,10052.0
United Kingdom,Post grad,6.0,25-34 years old,49119.0
Spain,Less than a Bachelors,8.0,25-34 years old,50000.0
Canada,Bachelor’s degree,15.0,35-44 years old,75631.0
France,Master’s degree,8.0,25-34 years old,42804.0
India,Bachelor’s degree,5.0,25-34 years old,20943.0
Spain,Master’s degree,18.0,45-54 years old,87559.0
France,Master’s degree,21.0,35-44 years old,59454.0
Germany,Master’s degree,7.0,25-34 years old,59454.0
Germany,Master’s degree,4.0,25-34 years old,70260.0
Brazil,Bachelor’s degree,11.0,25-34 years old,32988.0
Netherlands,Master’s degree,4.0,25-34 years old,45288.0
United Kingdom,Less than a Bachelors,28.0,45-54 years old,77556.0
Spain,Bachelor’s degree,2.0,18-24 years old,15564.0
United Kingdom,Bachelor’s degree,19.0,35-44 years old,84019.0
India,Bachelor’s degree,2.0,18-24 years old,39093.0
Australia,Master’s degree,12.0,35-44 years old,132801.0
Netherlands,Master’s degree,3.0,25-34 years old,50196.0
India,Master’s degree,6.0,25-34 years old,11724.0
Spain,Bachelor’s degree,6.0,25-34 years old,41077.0
France,Master’s degree,2.0,25-34 years old,38915.0
Spain,Master’s degree,7.0,25-34 years old,36324.0
Spain,Master’s degree,30.0,55-64 years old,60535.0
United Kingdom,Master’s degree,6.0,25-34 years old,84019.0
Brazil,Master’s degree,26.0,35-44 years old,37104.0
Italy,Less than a Bachelors,15.0,25-34 years old,27888.0
France,Post grad,5.0,25-34 years old,19068.0
Brazil,Less than a Bachelors,5.0,18-24 years old,19512.0
United States,Bachelor’s degree,2.0,18-24 years old,118000.0
Germany,Master’s degree,15.0,35-44 years old,81074.0
Brazil,Bachelor’s degree,10.0,25-34 years old,38484.0
Germany,Master’s degree,4.0,25-34 years old,194580.0
Switzerland,Post grad,39.0,65 years or older,12198.0
Spain,Less than a Bachelors,2.0,25-34 years old,21620.0
Italy,Post grad,15.0,35-44 years old,37834.0
United States,Post grad,6.0,35-44 years old,160000.0
Netherlands,Master’s degree,7.0,25-34 years old,53184.0
France,Master’s degree,4.0,25-34 years old,25944.0
Germany,Master’s degree,6.0,25-34 years old,75669.0
United States,Bachelor’s degree,3.0,25-34 years old,59000.0
Switzerland,Less than a Bachelors,8.0,35-44 years old,101649.0
United Kingdom,Master’s degree,7.0,25-34 years old,122796.0
India,Master’s degree,5.0,25-34 years old,15358.0
United States,Bachelor’s degree,5.0,25-34 years old,70000.0
India,Bachelor’s degree,10.0,25-34 years old,25131.0
United Kingdom,Post grad,13.0,25-34 years old,109871.0
United States,Post grad,50.0,65 years or older,160000.0
France,Master’s degree,1.0,18-24 years old,15564.0
United Kingdom,Post grad,18.0,45-54 years old,96945.0
United States,Less than a Bachelors,11.0,45-54 years old,76000.0
United States,Bachelor’s degree,32.0,55-64 years old,48000.0
United Kingdom,Master’s degree,5.0,25-34 years old,58167.0
Germany,Post grad,17.0,35-44 years old,64859.0
Canada,Bachelor’s degree,6.0,25-34 years old,79413.0
Germany,Post grad,20.0,45-54 years old,64860.0
Spain,Post grad,5.0,35-44 years old,43239.0
United Kingdom,Master’s degree,11.0,25-34 years old,51704.0
United States,Master’s degree,15.0,45-54 years old,134000.0
United States,Bachelor’s degree,13.0,35-44 years old,87000.0
United States,Less than a Bachelors,18.0,35-44 years old,50000.0
United States,Bachelor’s degree,2.0,25-34 years old,56000.0
United States,Bachelor’s degree,1.0,18-24 years old,50500.0
United Kingdom,Master’s degree,32.0,55-64 years old,51704.0
United States,Bachelor’s degree,14.0,45-54 years old,131000.0
Canada,Bachelor’s degree,1.0,25-34 years old,30253.0
United States,Less than a Bachelors,0.5,18-24 years old,40000.0
United States,Master’s degree,27.0,45-54 years old,134000.0
United States,Post grad,4.0,35-44 years old,175000.0
Netherlands,Master’s degree,5.0,25-34 years old,48644.0
United States,Less than a Bachelors,3.0,25-34 years old,70000.0
Brazil,Bachelor’s degree,8.0,25-34 years old,19788.0
United States,Bachelor’s degree,0.5,18-24 years old,58600.0
United States,Bachelor’s degree,15.0,35-44 years old,180000.0
Canada,Less than a Bachelors,20.0,35-44 years old,56700.0
United States,Bachelor’s degree,5.0,25-34 years old,200000.0
United States,Less than a Bachelors,15.0,35-44 years old,50000.0
United States,Master’s degree,13.0,35-44 years old,160000.0
Spain,Master’s degree,2.0,25-34 years old,32429.0
United States,Less than a Bachelors,25.0,45-54 years old,115000.0
United States,Master’s degree,7.0,25-34 years old,72500.0
United States,Less than a Bachelors,3.0,18-24 years old,51000.0
Switzerland,Less than a Bachelors,6.0,25-34 years old,135193.0
United States,Bachelor’s degree,23.0,45-54 years old,120000.0
Canada,Master’s degree,10.0,35-44 years old,58992.0
United States,Bachelor’s degree,9.0,35-44 years old,147000.0
France,Master’s degree,3.0,25-34 years old,50000.0
United States,Bachelor’s degree,2.0,18-24 years old,132000.0
Canada,Master’s degree,4.0,35-44 years old,74119.0
Italy,Master’s degree,0.5,25-34 years old,18540.0
United States,Less than a Bachelors,20.0,45-54 years old,170000.0
United States,Less than a Bachelors,8.0,25-34 years old,60000.0
Canada,Less than a Bachelors,26.0,45-54 years old,98321.0
United States,Post grad,30.0,55-64 years old,160000.0
United States,Bachelor’s degree,8.0,35-44 years old,115000.0
United States,Bachelor’s degree,15.0,35-44 years old,82000.0
Canada,Less than a Bachelors,12.0,25-34 years old,62318.0
United States,Master’s degree,1.0,25-34 years old,65000.0
United States,Post grad,6.0,25-34 years old,130000.0
United Kingdom,Less than a Bachelors,33.0,Prefer not to say,64630.0
Germany,Bachelor’s degree,14.0,35-44 years old,23352.0
France,Master’s degree,3.0,25-34 years old,55130.0
United States,Bachelor’s degree,7.0,35-44 years old,115000.0
Switzerland,Master’s degree,18.0,35-44 years old,121979.0
Germany,Master’s degree,3.0,25-34 years old,73507.0
Brazil,Master’s degree,9.0,35-44 years old,24744.0
Canada,Less than a Bachelors,24.0,35-44 years old,125548.0
Brazil,Bachelor’s degree,15.0,35-44 years old,15672.0
United States,Less than a Bachelors,1.0,25-34 years old,105000.0
United States,Bachelor’s degree,2.0,25-34 years old,70000.0
United States,Less than a Bachelors,13.0,35-44 years old,125000.0
United States,Less than a Bachelors,2.0,25-34 years old,100000.0
Brazil,Bachelor’s degree,1.0,25-34 years old,12372.0
United States,Bachelor’s degree,10.0,25-34 years old,65000.0
Germany,Bachelor’s degree,0.5,18-24 years old,20760.0
Brazil,Less than a Bachelors,17.0,25-34 years old,14019.0
United States,Post grad,30.0,45-54 years old,250000.0
Australia,Less than a Bachelors,5.0,25-34 years old,147000.0
United States,Master’s degree,3.0,25-34 years old,80000.0
Australia,Less than a Bachelors,10.0,25-34 years old,86853.0
Germany,Less than a Bachelors,16.0,35-44 years old,59676.0
Australia,Bachelor’s degree,27.0,45-54 years old,130279.0
Germany,Bachelor’s degree,17.0,25-34 years old,81074.0
United Kingdom,Master’s degree,5.0,25-34 years old,77556.0
United States,Bachelor’s degree,1.0,25-34 years old,112000.0
Switzerland,Master’s degree,10.0,35-44 years old,101649.0
United Kingdom,Less than a Bachelors,25.0,45-54 years old,64630.0
United States,Master’s degree,0.5,25-34 years old,12500.0
India,Master’s degree,1.0,18-24 years old,18150.0
India,Post grad,22.0,45-54 years old,97732.0
Australia,Master’s degree,7.0,25-34 years old,96874.0
France,Master’s degree,8.0,35-44 years old,41508.0
Germany,Master’s degree,0.5,25-34 years old,38916.0
India,Bachelor’s degree,3.0,25-34 years old,15358.0
United Kingdom,Bachelor’s degree,6.0,25-34 years old,101649.0
Australia,Post grad,10.0,35-44 years old,80172.0
Spain,Bachelor’s degree,2.0,18-24 years old,14268.0
India,Bachelor’s degree,2.0,18-24 years old,13962.0
United States,Less than a Bachelors,32.0,45-54 years old,155000.0
Netherlands,Post grad,8.0,35-44 years old,77831.0
Australia,Bachelor’s degree,3.0,18-24 years old,56788.0
United States,Bachelor’s degree,14.0,35-44 years old,200000.0
Canada,Less than a Bachelors,36.0,55-64 years old,113447.0
India,Bachelor’s degree,1.0,18-24 years old,13962.0
Switzerland,Master’s degree,5.0,25-34 years old,101649.0
United Kingdom,Master’s degree,4.0,25-34 years old,41363.0
Poland,Less than a Bachelors,21.0,35-44 years old,273372.0
Brazil,Bachelor’s degree,40.0,55-64 years old,46728.0
Netherlands,Master’s degree,2.0,25-34 years old,54480.0
France,Master’s degree,21.0,35-44 years old,32424.0
United States,Bachelor’s degree,4.0,25-34 years old,106000.0
France,Master’s degree,5.0,25-34 years old,38916.0
India,Bachelor’s degree,1.0,18-24 years old,19546.0
Brazil,Bachelor’s degree,0.5,55-64 years old,24744.0
Brazil,Master’s degree,20.0,35-44 years old,87960.0
United States,Master’s degree,6.0,35-44 years old,140000.0
Canada,Less than a Bachelors,0.5,Under 18 years old,52942.0
United States,Less than a Bachelors,6.0,25-34 years old,78320.0
India,Bachelor’s degree,4.0,25-34 years old,27923.0
Brazil,Bachelor’s degree,25.0,35-44 years old,68724.0
Brazil,Bachelor’s degree,4.0,18-24 years old,35184.0
United States,Master’s degree,39.0,55-64 years old,105000.0
Canada,Bachelor’s degree,4.0,25-34 years old,65799.0
Australia,Master’s degree,7.0,45-54 years old,140300.0
United States,Less than a Bachelors,17.0,35-44 years old,90000.0
United States,Master’s degree,6.0,45-54 years old,86000.0
Australia,Bachelor’s degree,17.0,55-64 years old,73491.0
United States,Post grad,5.0,35-44 years old,60000.0
United States,Bachelor’s degree,2.0,25-34 years old,125000.0
United States,Master’s degree,36.0,55-64 years old,120000.0
United States,Less than a Bachelors,5.0,25-34 years old,36000.0
United States,Bachelor’s degree,3.0,25-34 years old,62500.0
India,Bachelor’s degree,12.0,25-34 years old,27854.0
Australia,Bachelor’s degree,4.0,25-34 years old,49439.0
Italy,Post grad,11.0,35-44 years old,64859.0
Germany,Bachelor’s degree,16.0,35-44 years old,41508.0
France,Master’s degree,10.0,35-44 years old,64859.0
Germany,Less than a Bachelors,23.0,35-44 years old,64860.0
India,Bachelor’s degree,2.0,18-24 years old,10056.0
India,Bachelor’s degree,8.0,25-34 years old,25128.0
India,Bachelor’s degree,9.0,25-34 years old,83770.0
Germany,Post grad,11.0,35-44 years old,64860.0
Germany,Post grad,7.0,25-34 years old,69183.0
Netherlands,Master’s degree,22.0,35-44 years old,108098.0
United Kingdom,Master’s degree,4.0,25-34 years old,58167.0
Brazil,Master’s degree,3.0,25-34 years old,12372.0
Poland,Post grad,12.0,25-34 years old,57708.0
United States,Less than a Bachelors,2.0,18-24 years old,30000.0
France,Master’s degree,7.0,25-34 years old,51887.0
Brazil,Less than a Bachelors,1.0,18-24 years old,10992.0
Brazil,Bachelor’s degree,4.0,18-24 years old,13740.0
Germany,Master’s degree,3.0,25-34 years old,64859.0
Poland,Master’s degree,18.0,35-44 years old,23352.0
France,Master’s degree,2.0,35-44 years old,75669.0
United States,Master’s degree,3.0,35-44 years old,100000.0
United States,Master’s degree,30.0,45-54 years old,125000.0
United States,Less than a Bachelors,10.0,35-44 years old,90000.0
United States,Master’s degree,5.0,25-34 years old,100000.0
United Kingdom,Post grad,7.0,25-34 years old,71093.0
Spain,Master’s degree,7.0,25-34 years old,48644.0
India,Bachelor’s degree,3.0,18-24 years old,69809.0
Canada,Post grad,3.0,25-34 years old,68068.0
India,Bachelor’s degree,2.0,18-24 years old,36300.0
Netherlands,Post grad,5.0,25-34 years old,51888.0
Brazil,Master’s degree,3.0,25-34 years old,21991.0
Canada,Less than a Bachelors,2.0,18-24 years old,42354.0
India,Bachelor’s degree,3.0,18-24 years old,10471.0
United States,Post grad,4.0,35-44 years old,112000.0
France,Post grad,2.0,25-34 years old,46482.0
United States,Bachelor’s degree,30.0,45-54 years old,60000.0
United States,Bachelor’s degree,42.0,Prefer not to say,220000.0
United States,Master’s degree,21.0,35-44 years old,145000.0
Canada,Master’s degree,15.0,35-44 years old,99828.0
United Kingdom,Post grad,4.0,35-44 years old,193889.0
United States,Bachelor’s degree,4.0,25-34 years old,125000.0
Canada,Less than a Bachelors,2.0,18-24 years old,26450.0
United States,Bachelor’s degree,2.0,18-24 years old,97000.0
United States,Master’s degree,20.0,45-54 years old,135000.0
India,Bachelor’s degree,5.0,25-34 years old,18150.0
United States,Bachelor’s degree,5.0,25-34 years old,108150.0
United States,Master’s degree,15.0,35-44 years old,170000.0
United States,Post grad,10.0,35-44 years old,102000.0
France,Master’s degree,17.0,35-44 years old,90804.0
France,Master’s degree,5.0,25-34 years old,59454.0
India,Master’s degree,3.0,25-34 years old,69809.0
Germany,Master’s degree,5.0,25-34 years old,70264.0
France,Master’s degree,22.0,45-54 years old,54049.0
Spain,Master’s degree,5.0,25-34 years old,25944.0
France,Master’s degree,10.0,25-34 years old,84316.0
Spain,Post grad,11.0,25-34 years old,37834.0
India,Bachelor’s degree,10.0,25-34 years old,19546.0
France,Master’s degree,15.0,35-44 years old,91883.0
United States,Master’s degree,8.0,25-34 years old,250000.0
United States,Master’s degree,26.0,55-64 years old,180000.0
Germany,Bachelor’s degree,4.0,18-24 years old,48644.0
India,Bachelor’s degree,3.0,25-34 years old,37697.0
United Kingdom,Bachelor’s degree,14.0,45-54 years old,64630.0
Poland,Bachelor’s degree,5.0,25-34 years old,45564.0
Germany,Post grad,4.0,25-34 years old,77832.0
Germany,Bachelor’s degree,25.0,45-54 years old,68102.0
India,Post grad,10.0,25-34 years old,15084.0
United Kingdom,Post grad,15.0,35-44 years old,112456.0
Germany,Master’s degree,4.0,35-44 years old,77831.0
Spain,Master’s degree,5.0,25-34 years old,41077.0
Germany,Post grad,9.0,35-44 years old,84316.0
Poland,Master’s degree,7.0,35-44 years old,29124.0
Germany,Post grad,23.0,45-54 years old,54049.0
India,Bachelor’s degree,15.0,35-44 years old,58639.0
Spain,Less than a Bachelors,32.0,45-54 years old,38915.0
Poland,Less than a Bachelors,15.0,35-44 years old,36444.0
Germany,Master’s degree,1.0,35-44 years old,97288.0
Germany,Master’s degree,7.0,25-34 years old,64859.0
Germany,Master’s degree,3.0,25-34 years old,41077.0
Italy,Master’s degree,5.0,25-34 years old,60535.0
United Kingdom,Master’s degree,1.0,25-34 years old,46533.0
India,Bachelor’s degree,2.0,18-24 years old,11000.0
Brazil,Bachelor’s degree,8.0,25-34 years old,20616.0
Italy,Less than a Bachelors,31.0,45-54 years old,59454.0
Switzerland,Master’s degree,8.0,25-34 years old,101649.0
Brazil,Bachelor’s degree,7.0,35-44 years old,10992.0
Spain,Master’s degree,10.0,25-34 years old,41077.0
United States,Master’s degree,4.0,25-34 years old,60000.0
Poland,Master’s degree,5.0,25-34 years old,21504.0
United Kingdom,Bachelor’s degree,2.0,25-34 years old,41415.0
India,Bachelor’s degree,4.0,25-34 years old,25131.0
Germany,Post grad,10.0,35-44 years old,67452.0
France,Master’s degree,24.0,35-44 years old,59676.0
United Kingdom,Less than a Bachelors,15.0,35-44 years old,60752.0
Spain,Master’s degree,4.0,18-24 years old,37834.0
Germany,Master’s degree,25.0,35-44 years old,81074.0
United States,Less than a Bachelors,39.0,65 years or older,160000.0
Canada,Bachelor’s degree,0.5,18-24 years old,36303.0
Canada,Master’s degree,2.0,25-34 years old,36300.0
